"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"GUARNE","ANTIOQUIA","6.2780640767","-75.441653922","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-23 16:38:00"
"GUATAPE","ANTIOQUIA","6.23259270739","-75.1622925892","1","2","0","1","0","1","0","1","50","","50","","","50","50","2020-04-23 16:38:00"
"IBAGUE","TOLIMA","4.43960899136","-75.1937147765","19","36","1","16","18","0","1","1","2.7777777777778","50","","2.7777777777778","2.7777777777778","44.444444444444","52.777777777778","2020-04-23 16:38:00"
"IPIALES","NARIÑO","0.827734241442","-77.6464007453","29","33","3","1","26","1","2","3","9.0909090909091","78.787878787879","3.030303030303","6.0606060606061","9.0909090909091","3.030303030303","87.878787878788","2020-04-23 16:38:00"
"ISNOS","HUILA","1.92946706016","-76.2176374469","0","1","1","0","0","0","0","","","","","","100","","","2020-04-23 16:38:00"
"ITAGÜI","ANTIOQUIA","6.16959762893","-75.6143587142","10","15","0","5","8","1","1","2","13.333333333333","53.333333333333","6.6666666666667","6.6666666666667","","33.333333333333","66.666666666667","2020-04-23 16:38:00"
"JAMUNDI","VALLE DEL CAUCA","3.26227576022","-76.5424587285","7","9","1","1","7","0","0","","","77.777777777778","","","11.111111111111","11.111111111111","77.777777777778","2020-04-23 16:38:00"
"LA CALERA","CUNDINAMARCA","4.72034452148","-73.9697449587","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"LA CEJA","ANTIOQUIA","6.02805574408","-75.4294308862","1","2","0","1","1","0","0","","","50","","","","50","50","2020-04-23 16:38:00"
"LA DORADA","CALDAS","8.34513300359","-74.4778605477","24","28","2","2","24","0","0","","","85.714285714286","","","7.1428571428571","7.1428571428571","85.714285714286","2020-04-23 16:38:00"
"LA ESTRELLA","ANTIOQUIA","6.15841974028","-75.6451903823","6","8","0","2","6","0","0","","","75","","","","25","75","2020-04-23 16:38:00"
"LA TEBAIDA","QUINDIO","6.00569607721","-75.0256207392","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"LA UNION","VALLE DEL CAUCA","6.38243035338","-75.6212252215","0","2","0","2","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"LA VIRGINIA","RISARALDA","4.49036013291","-75.6425417206","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"LETICIA","AMAZONAS","10.1820963025","-75.5118252981","11","12","1","0","9","2","0","2","16.666666666667","75","16.666666666667","","8.3333333333333","","91.666666666667","2020-04-23 16:38:00"
"LORICA","CORDOBA","9.24085514265","-75.8159953999","1","2","0","1","0","1","0","1","50","","50","","","50","50","2020-04-23 16:38:00"
"MADRID","CUNDINAMARCA","9.19385244104","-74.7496541106","4","8","0","4","4","0","0","","","50","","","","50","50","2020-04-23 16:38:00"
"MALAMBO","ATLANTICO","10.8562872414","-74.7742405717","2","2","0","0","2","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"MANIZALES","CALDAS","7.8368375609","-75.4143614377","7","12","0","5","7","0","0","","","58.333333333333","","","","41.666666666667","58.333333333333","2020-04-23 16:38:00"
"MARSELLA","RISARALDA","5.86293376288","-75.6878392213","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"MEDELLIN","ANTIOQUIA","5.6101097761033","-74.886816625","186","267","2","79","173","5","8","13","4.8689138576779","64.794007490637","1.87265917603","2.9962546816479","0.74906367041199","29.588014981273","69.662921348315","2020-04-23 16:38:00"
"MELGAR","TOLIMA","4.20815489203","-74.6298504009","2","2","0","0","2","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"MIRANDA","CAUCA","3.25309540523","-76.2288698651","5","6","1","0","4","1","0","1","16.666666666667","66.666666666667","16.666666666667","","16.666666666667","","83.333333333333","2020-04-23 16:38:00"
"MONTEBELLO","ANTIOQUIA","5.94632556697","-75.5235109116","3","3","0","0","3","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"MONTENEGRO","QUINDIO","4.5629597433","-75.7518122369","2","3","1","0","2","0","0","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-23 16:38:00"
"MONTERIA","CORDOBA","8.7451325909","-75.8755779091","13","15","1","1","13","0","0","","","86.666666666667","","","6.6666666666667","6.6666666666667","86.666666666667","2020-04-23 16:38:00"
"MOSQUERA","CUNDINAMARCA","4.71137120122","-74.2317750849","6","8","0","2","5","0","1","1","12.5","62.5","","12.5","","25","75","2020-04-23 16:38:00"
"NEIVA","HUILA","8.55014492944","-75.5402712159","38","64","3","23","31","4","3","7","10.9375","48.4375","6.25","4.6875","4.6875","35.9375","59.375","2020-04-23 16:38:00"
"OCAÑA","NORTE DE SANTANDER","8.246111","-73.355278","0","1","1","0","0","0","0","","","","","","100","","","2020-04-23 16:38:00"
"OICATA","BOYACA","5.59523423857","-73.3084039802","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"PACHO","CUNDINAMARCA","5.13694229685","-74.1561166248","11","11","0","0","8","3","0","3","27.272727272727","72.727272727273","27.272727272727","","","","100","2020-04-23 16:38:00"
"PAICOL","HUILA","2.44954894922","-75.7729923197","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"PALERMO","HUILA","5.73280146532","-75.6953709211","0","3","0","3","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"PALMIRA","VALLE DEL CAUCA","8.54978573123","-75.4510664684","28","47","4","15","27","0","1","1","2.1276595744681","57.446808510638","","2.1276595744681","8.5106382978723","31.914893617021","59.574468085106","2020-04-23 16:38:00"
"PASTO","NARIÑO","1.21212436525","-77.2785763476","8","15","2","5","7","0","1","1","6.6666666666667","46.666666666667","","6.6666666666667","13.333333333333","33.333333333333","53.333333333333","2020-04-23 16:38:00"
"PEREIRA","RISARALDA","8.51722410471","-76.0759945061","70","96","4","22","68","1","1","2","2.0833333333333","70.833333333333","1.0416666666667","1.0416666666667","4.1666666666667","22.916666666667","72.916666666667","2020-04-23 16:38:00"
"PIEDECUESTA","SANTANDER","6.04999176281","-75.693460235","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"PITALITO","HUILA","10.813131477","-74.8414613702","3","3","0","0","2","1","0","1","33.333333333333","66.666666666667","33.333333333333","","","","100","2020-04-23 16:38:00"
"POLONUEVO","ATLANTICO","10.7777245089","-74.8542572499","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"PONEDERA","ATLANTICO","10.6417959278","-74.7539004396","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"POPAYAN","CAUCA","2.48250339062","-76.5740646841","5","15","1","9","4","1","0","1","6.6666666666667","26.666666666667","6.6666666666667","","6.6666666666667","60","33.333333333333","2020-04-23 16:38:00"
"PUERTO COLOMBIA","ATLANTICO","11.0229400539","-74.851963565","4","4","0","0","4","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"PUERTO SANTANDER","NORTE DE SANTANDER","3.37059851251","-73.5146846138","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"PUERTO TEJADA","CAUCA","0.988590121237","-75.0660995429","2","2","0","0","0","2","0","2","100","","100","","","","100","2020-04-23 16:38:00"
"RESTREPO","META","4.26073199369","-73.5646041828","3","3","0","0","3","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"RETIRO","ANTIOQUIA","6.06337995392","-75.5013751615","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"RIOHACHA","LA GUAJIRA","11.5287513839","-72.911488911","0","2","1","1","0","0","0","","","","","","50","50","","2020-04-23 16:38:00"
"RIONEGRO","ANTIOQUIA","6.14722409002","-75.3767693823","2","10","0","8","2","0","0","","","20","","","","80","20","2020-04-23 16:38:00"
"SABANAGRANDE","ATLANTICO","10.7910759492","-74.758507205","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SABANETA","ANTIOQUIA","6.15097018093","-75.6155852932","2","9","0","7","2","0","0","","","22.222222222222","","","","77.777777777778","22.222222222222","2020-04-23 16:38:00"
"SAHAGUN","CORDOBA","8.94312541611","-75.4459203022","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"SAN AGUSTIN","HUILA","8.167921639","-74.661049672","2","2","0","0","1","1","0","1","50","50","50","","","","100","2020-04-23 16:38:00"
"SAN ANDRES","ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA","6.39872921828","-75.440016949","4","6","0","2","4","0","0","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-23 16:38:00"
"SAN ANDRES DE TUMACO","NARIÑO","1.80711725006","-78.7638541478","5","7","1","1","5","0","0","","","71.428571428571","","","14.285714285714","14.285714285714","71.428571428571","2020-04-23 16:38:00"
"SAN CRISTOBAL","BOLIVAR","10.3928557722","-75.0655341715","1","1","0","0","0","0","1","1","100","","","100","","","100","2020-04-23 16:38:00"
"SAN DIEGO","CESAR","5.66527168584","-74.9332394378","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SAN FRANCISCO","ANTIOQUIA","5.96407913115","-75.1026869656","1","1","0","0","0","0","1","1","100","","","100","","","100","2020-04-23 16:38:00"
"SAN JUAN DE RIOSECO","CUNDINAMARCA","4.84757599913","-74.6219147166","1","2","0","1","1","0","0","","","50","","","","50","50","2020-04-23 16:38:00"
"SAN MARTIN","CESAR","6.53433012953","-76.8447910108","1","1","0","0","0","0","1","1","100","","","100","","","100","2020-04-23 16:38:00"
"SAN PEDRO","VALLE DEL CAUCA","5.25045488109","-75.7942693728","2","3","0","1","2","0","0","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-23 16:38:00"
"SAN PEDRO DE URABA","ANTIOQUIA","8.27688666409","-76.380577886","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SANTA FE DE ANTIOQUIA","ANTIOQUIA","6.55653329637","-75.827079071","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SANTA MARTA","SANTA MARTA D.T. Y C.","8.11321398354","-75.9133161358","95","116","10","11","79","14","2","16","13.793103448276","68.103448275862","12.068965517241","1.7241379310345","8.6206896551724","9.4827586206897","81.896551724138","2020-04-23 16:38:00"
"SANTA ROSA","BOLIVAR","9.06946150984","-74.6714498299","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SANTA ROSA DE CABAL","RISARALDA","4.86752645418","-75.6200106565","3","3","0","0","3","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SANTA ROSA DE OSOS","ANTIOQUIA","6.64332600099","-75.4607450191","0","2","0","2","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"SANTA SOFIA","BOYACA","5.71326942075","-73.6027071719","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SANTANA","BOYACA","5.77866547593","-72.945544503","2","4","0","2","2","0","0","","","50","","","","50","50","2020-04-23 16:38:00"
"SANTANDER DE QUILICHAO","CAUCA","3.01605390077","-76.4853702902","0","1","1","0","0","0","0","","","","","","100","","","2020-04-23 16:38:00"
"SANTO TOMAS","ATLANTICO","10.756056293","-74.7541118585","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"SIBATE","CUNDINAMARCA","4.48976359282","-74.2589922464","3","3","0","0","2","0","1","1","33.333333333333","66.666666666667","","33.333333333333","","","100","2020-04-23 16:38:00"
"SINCELEJO","SUCRE","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"SOACHA","CUNDINAMARCA","4.58549165821","-74.2145275305","30","42","2","10","25","5","0","5","11.904761904762","59.52380952381","11.904761904762","","4.7619047619048","23.809523809524","71.428571428571","2020-04-23 16:38:00"
"SOCHA","BOYACA","5.99671302142","-72.6919658568","3","3","0","0","3","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SOGAMOSO","BOYACA","5.72568939005","-72.9230476859","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"SOLEDAD","ATLANTICO","10.9101744673","-74.784833384","16","23","2","5","16","0","0","","","69.565217391304","","","8.695652173913","21.739130434783","69.565217391304","2020-04-23 16:38:00"
"SONSON","ANTIOQUIA","5.71481164114","-75.3093951469","2","2","0","0","1","1","0","1","50","50","50","","","","100","2020-04-23 16:38:00"
"SOPO","CUNDINAMARCA","4.90633080922","-73.9457748929","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-23 16:38:00"
"SUBACHOQUE","CUNDINAMARCA","4.92907928898","-74.1727084609","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-23 16:38:00"
"SUESCA","CUNDINAMARCA","5.10351683913","-73.7982897825","3","4","1","0","1","2","0","2","50","25","50","","25","","75","2020-04-23 16:38:00"
"TENJO","CUNDINAMARCA","4.87196053725","-74.1439562115","4","6","2","0","3","1","0","1","16.666666666667","50","16.666666666667","","33.333333333333","","66.666666666667","2020-04-23 16:38:00"
"TENZA","BOYACA","5.0770743509","-73.4205891075","2","2","0","0","2","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"TIERRALTA","CORDOBA","9.10500159924","-75.806480569","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"TIMANA","HUILA","1.9742244433","-75.932086996","0","1","1","0","0","0","0","","","","","","100","","","2020-04-23 16:38:00"
"TIMBIO","CAUCA","2.34997642507","-76.6842387889","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"TOCANCIPA","CUNDINAMARCA","4.96478635371","-73.9120912065","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-23 16:38:00"
"TOGÜI","BOYACA","5.93743822459","-73.5136550618","10","12","0","2","10","0","0","","","83.333333333333","","","","16.666666666667","83.333333333333","2020-04-23 16:38:00"
"TRUJILLO","VALLE DEL CAUCA","1.78795153983","-78.6122376428","3","3","0","0","3","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"TULUA","VALLE DEL CAUCA","4.08526123852","-76.1976996795","10","13","0","3","9","1","0","1","7.6923076923077","69.230769230769","7.6923076923077","","","23.076923076923","76.923076923077","2020-04-23 16:38:00"
"TUNJA","BOYACA","5.53995323795","-73.3554887287","4","7","1","2","4","0","0","","","57.142857142857","","","14.285714285714","28.571428571429","57.142857142857","2020-04-23 16:38:00"
"TUQUERRES","NARIÑO","1.08519335919","-77.6168863825","1","1","0","0","0","1","0","1","100","","100","","","","100","2020-04-23 16:38:00"
"TURBACO","BOLIVAR","10.3327691633","-75.4244091655","5","8","1","2","5","0","0","","","62.5","","","12.5","25","62.5","2020-04-23 16:38:00"
"ULLOA","VALLE DEL CAUCA","4.70251391059","-75.7377474697","0","1","0","1","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"VALLEDUPAR","CESAR","10.4604812152","-73.259389309","14","33","2","17","14","0","0","","","42.424242424242","","","6.0606060606061","51.515151515152","42.424242424242","2020-04-23 16:38:00"
"VIJES","VALLE DEL CAUCA","3.69858792939","-76.4419652068","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
