"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Turbaco","Bolívar","10.3327691633","-75.4244091655","11","15","1","3","11","0","0","","70","","","73.333333333333","","","6.6666666666667","20","73.333333333333","2020-05-02 17:05:00"
"Aquitania","Boyacá","5.51860354302","-72.8839848091","1","1","0","0","1","0","0","","3","","","100","","","","","100","2020-05-02 17:05:00"
"Caldas","Boyacá","5.554167","-73.865556","1","1","0","0","0","1","0","1","0","","100","","100","","","","100","2020-05-02 17:05:00"
"Chiquinquirá","Boyacá","5.61412789039","-73.8183876347","1","1","0","0","0","1","0","1","47","2.1276595744681","100","","100","","","","100","2020-05-02 17:05:00"
"Cubará","Boyacá","7.00009287529","-72.1106877551","1","2","1","0","1","0","0","","3","","","50","","","50","","50","2020-05-02 17:05:00"
"Duitama","Boyacá","5.82298567975","-73.0306096702","3","3","0","0","2","1","0","1","100","1","33.333333333333","66.666666666667","33.333333333333","","","","100","2020-05-02 17:05:00"
"Garagoa","Boyacá","5.08324346272","-73.3644275636","1","2","1","0","1","0","0","","15","","","50","","","50","","50","2020-05-02 17:05:00"
"Oicatá","Boyacá","5.59523423857","-73.3084039802","0","1","0","1","0","0","0","","22","","","","","","","100","","2020-05-02 17:05:00"
"Samacá","Boyacá","5.49231459065","-73.4856435912","0","1","1","0","0","0","0","","3","","","","","","100","","","2020-05-02 17:05:00"
"Santa Sofía","Boyacá","5.71326942075","-73.6027071719","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
"Santana","Boyacá","5.77866547593","-72.945544503","2","4","0","2","2","0","0","","0","","","50","","","","50","50","2020-05-02 17:05:00"
"Socha","Boyacá","5.99671302142","-72.6919658568","3","3","0","0","3","0","0","","2","","","100","","","","","100","2020-05-02 17:05:00"
"Sogamoso","Boyacá","5.72568939005","-72.9230476859","3","3","0","0","1","2","0","2","169","1.1834319526627","66.666666666667","33.333333333333","66.666666666667","","","","100","2020-05-02 17:05:00"
"Tenza","Boyacá","5.0770743509","-73.4205891075","0","2","0","2","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Togüí","Boyacá","5.93743822459","-73.5136550618","9","14","0","5","9","0","0","","0","","","64.285714285714","","","","35.714285714286","64.285714285714","2020-05-02 17:05:00"
"Tunja","Boyacá","5.53995323795","-73.3554887287","2","7","1","4","2","0","0","","300","","","28.571428571429","","","14.285714285714","57.142857142857","28.571428571429","2020-05-02 17:05:00"
"Villa de Leyva","Boyacá","5.63266184936","-73.5246845965","1","1","0","0","0","1","0","1","3","33.333333333333","100","","100","","","","100","2020-05-02 17:05:00"
"Anserma","Caldas","5.23647439108","-75.7843426615","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-05-02 17:05:00"
"Chinchiná","Caldas","4.98581286197","-75.6074807289","1","4","0","3","1","0","0","","38","","","25","","","","75","25","2020-05-02 17:05:00"
"La Dorada","Caldas","5.44440609816","-74.6582056212","30","42","2","10","29","1","0","1","61","1.6393442622951","2.3809523809524","69.047619047619","2.3809523809524","","4.7619047619048","23.809523809524","71.428571428571","2020-05-02 17:05:00"
"Manizales","Caldas","5.05768819705","-75.4910489848","13","22","0","9","10","3","0","3","797","0.37641154328733","13.636363636364","45.454545454545","13.636363636364","","","40.909090909091","59.090909090909","2020-05-02 17:05:00"
"Marmato","Caldas","5.47400482007","-75.6002416244","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-05-02 17:05:00"
"Marquetalia","Caldas","5.29752456061","-75.0530970305","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-05-02 17:05:00"
"Risaralda","Caldas","5.16450895652","-75.7672195365","1","1","0","0","0","1","0","1","6","16.666666666667","100","","100","","","","100","2020-05-02 17:05:00"
"Samaná","Caldas","5.41308630139","-74.9922577601","1","1","0","0","0","1","0","1","9","11.111111111111","100","","100","","","","100","2020-05-02 17:05:00"
"Villamaría","Caldas","5.04380668643","-75.5137606023","2","5","0","3","2","0","0","","7","","","40","","","","60","40","2020-05-02 17:05:00"
"Viterbo","Caldas","5.06266423587","-75.8706098599","0","2","0","2","0","0","0","","3","","","","","","","100","","2020-05-02 17:05:00"
"Florencia","Caquetá","1.6179229304","-75.6085604324","8","9","1","0","8","0","0","","257","","","88.888888888889","","","11.111111111111","","88.888888888889","2020-05-02 17:05:00"
"Paz de Ariporo","Casanare","5.88003657043","-71.8909239638","1","1","0","0","0","1","0","1","5","20","100","","100","","","","100","2020-05-02 17:05:00"
"Yopal","Casanare","5.3276126513","-72.396915159","11","17","0","6","11","0","0","","219","","","64.705882352941","","","","35.294117647059","64.705882352941","2020-05-02 17:05:00"
"Caloto","Cauca","3.03407077834","-76.4084870416","1","1","0","0","1","0","0","","4","","","100","","","","","100","2020-05-02 17:05:00"
"El Tambo","Cauca","2.4513713597","-76.8107722487","1","1","0","0","0","1","0","1","5","20","100","","100","","","","100","2020-05-02 17:05:00"
"Guachené","Cauca","3.13415329544","-76.3921887379","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Miranda","Cauca","3.25309540523","-76.2288698651","4","6","1","1","3","1","0","1","3","33.333333333333","16.666666666667","50","16.666666666667","","16.666666666667","16.666666666667","66.666666666667","2020-05-02 17:05:00"
"Popayán","Cauca","2.48250339062","-76.5740646841","8","19","1","10","7","1","0","1","653","0.1531393568147","5.2631578947368","36.842105263158","5.2631578947368","","5.2631578947368","52.631578947368","42.105263157895","2020-05-02 17:05:00"
"Puerto Tejada","Cauca","3.23329412702","-76.4173077964","3","3","0","0","2","1","0","1","9","11.111111111111","33.333333333333","66.666666666667","33.333333333333","","","","100","2020-05-02 17:05:00"
"Santander de Quilichao","Cauca","3.01605390077","-76.4853702902","0","1","1","0","0","0","0","","32","","","","","","100","","","2020-05-02 17:05:00"
"Timbío","Cauca","2.34997642507","-76.6842387889","1","2","0","1","1","0","0","","5","","","50","","","","50","50","2020-05-02 17:05:00"
"Villa rica","Cauca","3.17757792648","-76.457872658","0","1","1","0","0","0","0","","0","","","","","","100","","","2020-05-02 17:05:00"
"Aguachica","Cesar","8.31033695838","-73.599028585","2","2","0","0","1","0","1","1","184","0.54347826086957","50","50","","50","","","100","2020-05-02 17:05:00"
"Agustín Codazzi","Cesar","10.0404579941","-73.2383961682","2","2","0","0","0","2","0","2","59","3.3898305084746","100","","100","","","","100","2020-05-02 17:05:00"
"Bosconia","Cesar","9.97509470036","-73.8887676643","1","1","0","0","1","0","0","","95","","","100","","","","","100","2020-05-02 17:05:00"
"Chiriguaná","Cesar","9.36118961071","-73.6001444386","1","1","0","0","1","0","0","","24","","","100","","","","","100","2020-05-02 17:05:00"
"La Jagua de Ibirico","Cesar","9.56388730036","-73.3342279147","1","1","0","0","1","0","0","","32","","","100","","","","","100","2020-05-02 17:05:00"
"La Paz","Cesar","10.3874895364","-73.1713629126","1","1","0","0","1","0","0","","2","","","100","","","","","100","2020-05-02 17:05:00"
"Río de Oro","Cesar","8.29228738416","-73.3863951998","0","2","2","0","0","0","0","","4","","","","","","100","","","2020-05-02 17:05:00"
"San Diego","Cesar","10.3330328571","-73.1812180784","1","2","0","1","1","0","0","","5","","","50","","","","50","50","2020-05-02 17:05:00"
"San Martín","Cesar","7.99989545861","-73.510975182","1","2","1","0","0","1","0","1","6","16.666666666667","50","","50","","50","","50","2020-05-02 17:05:00"
"Valledupar","Cesar","10.4604812152","-73.259389309","13","44","3","28","8","4","1","5","1185","0.42194092827004","11.363636363636","18.181818181818","9.0909090909091","2.2727272727273","6.8181818181818","63.636363636364","29.545454545455","2020-05-02 17:05:00"
"Quibdo","Chocó","5.69219518726","-76.6259693555","12","15","1","2","11","1","0","1","168","0.5952380952381","6.6666666666667","73.333333333333","6.6666666666667","","6.6666666666667","13.333333333333","80","2020-05-02 17:05:00"
"Canalete","Córdoba","8.78694452257","-76.2413965182","1","1","0","0","1","0","0","","3","","","100","","","","","100","2020-05-02 17:05:00"
"Cereté","Córdoba","8.88861181239","-75.7962165157","1","1","0","0","1","0","0","","55","","","100","","","","","100","2020-05-02 17:05:00"
"Ciénaga de Oro","Córdoba","8.87550224563","-75.6207866383","0","1","1","0","0","0","0","","6","","","","","","100","","","2020-05-02 17:05:00"
"Lorica","Córdoba","9.24085514265","-75.8159953999","5","7","1","1","5","0","0","","130","","","71.428571428571","","","14.285714285714","14.285714285714","71.428571428571","2020-05-02 17:05:00"
"Montería","Córdoba","8.7451325909","-75.8755779091","11","17","1","5","11","0","0","","1144","","","64.705882352941","","","5.8823529411765","29.411764705882","64.705882352941","2020-05-02 17:05:00"
"Sahagún","Córdoba","8.94312541611","-75.4459203022","0","1","0","1","0","0","0","","120","","","","","","","100","","2020-05-02 17:05:00"
"Tierralta","Córdoba","9.10500159924","-75.806480569","0","1","0","1","0","0","0","","14","","","","","","","100","","2020-05-02 17:05:00"
"Anapoima","Cundinamarca","4.56295617479","-74.5285175294","0","2","0","2","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Cajicá","Cundinamarca","4.92080905869","-74.0234539659","7","16","0","9","7","0","0","","18","","","43.75","","","","56.25","43.75","2020-05-02 17:05:00"
"Chía","Cundinamarca","4.86606542368","-74.0503468211","12","29","1","16","12","0","0","","125","","","41.379310344828","","","3.448275862069","55.172413793103","41.379310344828","2020-05-02 17:05:00"
"Choachí","Cundinamarca","4.52704792092","-73.9228944808","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Cogua","Cundinamarca","5.06184179776","-73.9784966905","2","2","0","0","1","1","0","1","0","","50","50","50","","","","100","2020-05-02 17:05:00"
"Cota","Cundinamarca","4.81298776927","-74.1027264632","3","10","0","7","3","0","0","","0","","","30","","","","70","30","2020-05-02 17:05:00"
"Cun","Cundinamarca","5.249767987","-73.7662153323","0","1","1","0","0","0","0","","0","","","","","","100","","","2020-05-02 17:05:00"
"Facatativá","Cundinamarca","4.81306417837","-74.3502279311","7","7","0","0","4","3","0","3","171","1.7543859649123","42.857142857143","57.142857142857","42.857142857143","","","","100","2020-05-02 17:05:00"
"Funza","Cundinamarca","4.7127630154","-74.2115250018","10","13","0","3","10","0","0","","10","","","76.923076923077","","","","23.076923076923","76.923076923077","2020-05-02 17:05:00"
"Fusagasugá","Cundinamarca","4.33848085051","-74.3663339328","0","1","0","1","0","0","0","","92","","","","","","","100","","2020-05-02 17:05:00"
"Guaduas","Cundinamarca","5.0718705327","-74.6029562704","1","1","0","0","1","0","0","","10","","","100","","","","","100","2020-05-02 17:05:00"
"La Calera","Cundinamarca","4.72034452148","-73.9697449587","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Madrid","Cundinamarca","4.73612976558","-74.2656257663","3","8","0","5","3","0","0","","14","","","37.5","","","","62.5","37.5","2020-05-02 17:05:00"
"Mosquera","Cundinamarca","4.71137120122","-74.2317750849","10","12","0","2","9","0","1","1","8","12.5","8.3333333333333","75","","8.3333333333333","","16.666666666667","83.333333333333","2020-05-02 17:05:00"
"Pacho","Cundinamarca","5.13694229685","-74.1561166248","9","11","0","2","7","2","0","2","33","6.0606060606061","18.181818181818","63.636363636364","18.181818181818","","","18.181818181818","81.818181818182","2020-05-02 17:05:00"
"San Juan de Rioseco","Cundinamarca","4.84757599913","-74.6219147166","1","2","0","1","1","0","0","","3","","","50","","","","50","50","2020-05-02 17:05:00"
"Sibaté","Cundinamarca","4.48976359282","-74.2589922464","5","5","0","0","4","1","0","1","3","33.333333333333","20","80","20","","","","100","2020-05-02 17:05:00"
"Soacha","Cundinamarca","4.58549165821","-74.2145275305","39","66","4","23","35","4","0","4","194","2.0618556701031","6.0606060606061","53.030303030303","6.0606060606061","","6.0606060606061","34.848484848485","59.090909090909","2020-05-02 17:05:00"
"Sopó","Cundinamarca","4.90633080922","-73.9457748929","4","6","0","2","4","0","0","","7","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-05-02 17:05:00"
"Subachoque","Cundinamarca","4.92907928898","-74.1727084609","1","3","0","2","1","0","0","","36","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-05-02 17:05:00"
"Suesca","Cundinamarca","5.10351683913","-73.7982897825","2","4","1","1","0","2","0","2","4","50","50","","50","","25","25","50","2020-05-02 17:05:00"
"Tenjo","Cundinamarca","4.87196053725","-74.1439562115","4","6","2","0","3","1","0","1","7","14.285714285714","16.666666666667","50","16.666666666667","","33.333333333333","","66.666666666667","2020-05-02 17:05:00"
"Tocancipá","Cundinamarca","4.96478635371","-73.9120912065","0","3","0","3","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Villa de San Diego de Ubaté","Cundinamarca","5.30754098383","-73.8143463395","0","2","0","2","0","0","0","","39","","","","","","","100","","2020-05-02 17:05:00"
"Villapinzón","Cundinamarca","5.21643837183","-73.5953546674","2","6","2","2","2","0","0","","0","","","33.333333333333","","","33.333333333333","33.333333333333","33.333333333333","2020-05-02 17:05:00"
"Villeta","Cundinamarca","5.01279063928","-74.469704945","0","4","0","4","0","0","0","","20","","","","","","","100","","2020-05-02 17:05:00"
"Zipaquirá","Cundinamarca","5.02547168537","-73.9944712419","6","13","2","5","6","0","0","","147","","","46.153846153846","","","15.384615384615","38.461538461538","46.153846153846","2020-05-02 17:05:00"
"Acevedo","Huila","1.80526322752","-75.8885315631","0","1","0","1","0","0","0","","5","","","","","","","100","","2020-05-02 17:05:00"
"Agrado","Huila","2.2597293939","-75.771903578","1","1","0","0","1","0","0","","2","","","100","","","","","100","2020-05-02 17:05:00"
"Aipe","Huila","3.22359756208","-75.2390311845","1","1","0","0","1","0","0","","4","","","100","","","","","100","2020-05-02 17:05:00"
"Algeciras","Huila","2.52244759678","-75.3153728821","1","1","0","0","0","1","0","1","3","33.333333333333","100","","100","","","","100","2020-05-02 17:05:00"
"Garzón","Huila","2.19699442096","-75.6276937365","1","1","0","0","1","0","0","","66","","","100","","","","","100","2020-05-02 17:05:00"
"Gigante","Huila","2.38823562547","-75.5412198856","7","8","0","1","6","1","0","1","4","25","12.5","75","12.5","","","12.5","87.5","2020-05-02 17:05:00"
"Isnos","Huila","1.92946706016","-76.2176374469","0","1","1","0","0","0","0","","3","","","","","","100","","","2020-05-02 17:05:00"
"La Plata","Huila","2.38964669414","-75.8914513146","2","2","0","0","1","1","0","1","26","3.8461538461538","50","50","50","","","","100","2020-05-02 17:05:00"
"Neiva","Huila","2.93560441491","-75.2777225856","55","95","5","35","49","4","2","6","566","1.0600706713781","6.3157894736842","51.578947368421","4.2105263157895","2.1052631578947","5.2631578947368","36.842105263158","57.894736842105","2020-05-02 17:05:00"
"Paicol","Huila","2.44954894922","-75.7729923197","2","2","0","0","2","0","0","","2","","","100","","","","","100","2020-05-02 17:05:00"
"Palermo","Huila","2.88840623576","-75.4337191172","2","5","0","3","0","1","1","2","4","50","40","","20","20","","60","40","2020-05-02 17:05:00"
"Pitalito","Huila","1.85257835541","-76.0487449016","7","9","1","1","4","3","0","3","81","3.7037037037037","33.333333333333","44.444444444444","33.333333333333","","11.111111111111","11.111111111111","77.777777777778","2020-05-02 17:05:00"
"San Agustín","Huila","1.88108129836","-76.2703596812","2","2","0","0","2","0","0","","7","","","100","","","","","100","2020-05-02 17:05:00"
"Timaná","Huila","1.9742244433","-75.932086996","3","4","1","0","2","1","0","1","4","25","25","50","25","","25","","75","2020-05-02 17:05:00"
"Albania","La Guajira","11.1574886487","-72.5985216275","1","1","0","0","1","0","0","","2","","","100","","","","","100","2020-05-02 17:05:00"
"Maicao","La Guajira","11.3783267846","-72.24190502","1","1","0","0","0","1","0","1","232","0.43103448275862","100","","100","","","","100","2020-05-02 17:05:00"
"Riohacha","La Guajira","11.5287513839","-72.911488911","4","6","1","1","4","0","0","","289","","","66.666666666667","","","16.666666666667","16.666666666667","66.666666666667","2020-05-02 17:05:00"
"San Juan del Cesar","La Guajira","10.7695786836","-73.0005932132","1","1","0","0","0","0","1","1","136","0.73529411764706","100","","","100","","","100","2020-05-02 17:05:00"
"Ciénaga","Magdalena","11.0066568813","-74.2412861592","39","43","1","3","36","3","0","3","102","2.9411764705882","6.9767441860465","83.720930232558","6.9767441860465","","2.3255813953488","6.9767441860465","90.697674418605","2020-05-02 17:05:00"
"El Banco","Magdalena","9.00873300892","-73.9742812074","1","2","1","0","0","1","0","1","86","1.1627906976744","50","","50","","50","","50","2020-05-02 17:05:00"
"Fundación","Magdalena","10.5140924032","-74.1913434578","1","1","0","0","1","0","0","","117","","","100","","","","","100","2020-05-02 17:05:00"
"Puebloviejo","Magdalena","10.9948296498","-74.2824842344","2","4","2","0","2","0","0","","5","","","50","","","50","","50","2020-05-02 17:05:00"
"Santa Marta","Magdalena","11.2294335041","-74.1908941206","135","176","14","27","119","15","1","16","984","1.6260162601626","9.0909090909091","67.613636363636","8.5227272727273","0.56818181818182","7.9545454545455","15.340909090909","76.704545454545","2020-05-02 17:05:00"
"Zona Bananera","Magdalena","10.764167","-74.157222","3","4","1","0","3","0","0","","7","","","75","","","25","","75","2020-05-02 17:05:00"
"Acacías","Meta","3.99012066334","-73.765936654","9","10","0","1","9","0","0","","11","","","90","","","","10","90","2020-05-02 17:05:00"
"Granada","Antioquia","6.14289666655","-75.1844450829","4","4","0","0","3","1","0","1","1","100","25","75","25","","","","100","2020-05-02 17:05:00"
"Restrepo","Meta","4.26073199369","-73.5646041828","3","3","0","0","3","0","0","","6","","","100","","","","","100","2020-05-02 17:05:00"
"San Juan de Arama","Meta","3.37372787444","-73.875831539","3","3","0","0","3","0","0","","5","","","100","","","","","100","2020-05-02 17:05:00"
"Villavicencio","Meta","4.12386149961","-73.6270920374","431","459","6","22","428","3","0","3","790","0.37974683544304","0.65359477124183","93.246187363834","0.65359477124183","","1.3071895424837","4.7930283224401","93.899782135076","2020-05-02 17:05:00"
"Ancuyá","Nariño","1.26329997691","-77.5145132877","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
"Belén","Nariño","1.5956760655","-77.0156657294","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
"Contadero","Nariño","0.91045786274","-77.5494090245","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Cuaspúd","Nariño","0.862978103157","-77.728946826","4","4","0","0","4","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
"Cumbal","Nariño","0.906185360866","-77.7922766205","1","3","0","2","1","0","0","","5","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-05-02 17:05:00"
"Cumbitara","Nariño","1.64684597096","-77.5781467265","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-05-02 17:05:00"
"Guachucal","Nariño","0.959743484374","-77.7315898616","1","1","0","0","1","0","0","","4","","","100","","","","","100","2020-05-02 17:05:00"
"Ipiales","Nariño","0.827734241442","-77.6464007453","57","66","3","6","51","3","3","6","103","5.8252427184466","9.0909090909091","77.272727272727","4.5454545454545","4.5454545454545","4.5454545454545","9.0909090909091","86.363636363636","2020-05-02 17:05:00"
"La Florida","Nariño","1.29919223184","-77.4064308396","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
