"City_Municipality","Department","Latitude","longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Hospitalization_Rate","Mortality_Rate","Last_Update"
"EL RETIRO","ANTIOQUIA","9.1693328895","-74.7349072463","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"ENVIGADO","ANTIOQUIA","6.16700455162","-75.5830101409","9","9","0","0","6","3","0","3","33.333333333333","","2020-04-02 13:40:00"
"FILANDIA","QUINDÍO","4.67414557186","-75.6586858841","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"FLORIDABLANCA","SANTANDER","7.07236040291","-73.0990326168","3","3","0","0","3","0","0","","","","2020-04-02 13:40:00"
"FRONTINO","ANTIOQUIA","6.77606591161","-76.1307651388","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"FUNZA","CUNDINAMARCA","4.7127630154","-74.2115250018","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"FUSAGASUGA","CUNDINAMARCA","4.33848085051","-74.3663339328","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"GUARNE","ANTIOQUIA","6.2780640767","-75.441653922","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"GUATAPE","ANTIOQUIA","6.23259270739","-75.1622925892","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"IBAGUE","TOLIMA","4.43960899136","-75.1937147765","13","14","0","1","11","2","0","2","14.285714285714","","2020-04-02 13:40:00"
"IPIALES","NARIÑO","0.827734241442","-77.6464007453","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"ITAGUI","ANTIOQUIA","6.16959762893","-75.6143587142","4","4","0","0","3","0","1","1","25","","2020-04-02 13:40:00"
"LA CALERA","CUNDINAMARCA","4.72034452148","-73.9697449587","1","1","0","0","0","1","0","1","100","","2020-04-02 13:40:00"
"LA DORADA","CALDAS","8.34513300359","-74.4778605477","3","3","0","0","3","0","0","","","","2020-04-02 13:40:00"
"LA UNION","VALLE DEL CAUCA","6.38243035338","-75.6212252215","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"LORICA","CÓRDOBA","9.24085514265","-75.8159953999","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"MADRID","CUNDINAMARCA","9.19385244104","-74.7496541106","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"MANIZALES","CALDAS","7.8368375609","-75.4143614377","4","5","0","1","4","0","0","","","","2020-04-02 13:40:00"
"MEDELLIN","ANTIOQUIA","5.6101097761033","-74.886816625","80","86","0","6","74","2","4","6","6.9767441860465","","2020-04-02 13:40:00"
"MONTEBELLO","ANTIOQUIA","5.94632556697","-75.5235109116","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"MONTENEGRO","QUINDÍO","4.5629597433","-75.7518122369","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"MOSQUERA","CUNDINAMARCA","4.71137120122","-74.2317750849","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"NEIVA","HUILA","8.55014492944","-75.5402712159","22","27","1","4","19","2","1","3","11.111111111111","3.7037037037037","2020-04-02 13:40:00"
"OICATA","BOYACÁ","5.59523423857","-73.3084039802","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"PACHO","CUNDINAMARCA","5.13694229685","-74.1561166248","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"PALERMO","HUILA","5.73280146532","-75.6953709211","3","3","0","0","3","0","0","","","","2020-04-02 13:40:00"
"PALMIRA","VALLE DEL CAUCA","8.54978573123","-75.4510664684","20","23","0","3","20","0","0","","","","2020-04-02 13:40:00"
"PASTO","NARIÑO","1.21212436525","-77.2785763476","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"PEREIRA","RISARALDA","8.51722410471","-76.0759945061","25","27","1","1","23","1","1","2","7.4074074074074","3.7037037037037","2020-04-02 13:40:00"
"POLONUEVO","ATLÁNTICO","10.7777245089","-74.8542572499","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"POPAYAN","CAUCA","2.48250339062","-76.5740646841","11","11","0","0","11","0","0","","","","2020-04-02 13:40:00"
"PUERTO COLOMBIA","ATLÁNTICO","11.0229400539","-74.851963565","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"PUERTO SANTANDER","NORTE DE SANTANDER","3.37059851251","-73.5146846138","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"RIOHACHA","LA GUAJIRA","11.5287513839","-72.911488911","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"RIONEGRO","ANTIOQUIA","6.14722409002","-75.3767693823","8","8","0","0","5","1","2","3","37.5","","2020-04-02 13:40:00"
"SABANETA","ANTIOQUIA","6.15097018093","-75.6155852932","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"SAHAGUN","CÓRDOBA","8.94312541611","-75.4459203022","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"SAN ANDRES","SAN ANDRÉS","6.39872921828","-75.440016949","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"SAN PEDRO","VALLE DEL CAUCA","5.25045488109","-75.7942693728","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"SANTA MARTA","SANTA MARTA D.T. Y C.","8.11321398354","-75.9133161358","11","12","1","0","8","3","0","3","25","8.3333333333333","2020-04-02 13:40:00"
"SANTA ROSA DE OSOS","ANTIOQUIA","6.64332600099","-75.4607450191","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"SANTANA","BOYACÁ","5.77866547593","-72.945544503","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"SANTANDER DE QUILICHAO","CAUCA","3.01605390077","-76.4853702902","0","1","1","0","0","0","0","","","100","2020-04-02 13:40:00"
"SINCELEJO","SUCRE","9.30233310439","-75.3954835627","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"SOACHA","CUNDINAMARCA","4.58549165821","-74.2145275305","5","5","0","0","5","0","0","","","","2020-04-02 13:40:00"
"SOLEDAD","ATLÁNTICO","10.9101744673","-74.784833384","1","2","1","0","1","0","0","","","50","2020-04-02 13:40:00"
"SOPO","CUNDINAMARCA","4.90633080922","-73.9457748929","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"SUBACHOQUE","CUNDINAMARCA","4.92907928898","-74.1727084609","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"TOCANCIPA","CUNDINAMARCA","4.96478635371","-73.9120912065","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"TOGUI","BOYACÁ","5.93743822459","-73.5136550618","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"TRUJILLO","VALLE DEL CAUCA","1.78795153983","-78.6122376428","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"TULUA","VALLE DEL CAUCA","4.08526123852","-76.1976996795","3","3","0","0","3","0","0","","","","2020-04-02 13:40:00"
"TUMACO","NARIÑO","1.80711725006","-78.7638541478","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"TUNJA","BOYACÁ","5.53995323795","-73.3554887287","1","2","1","0","1","0","0","","","50","2020-04-02 13:40:00"
"TURBACO","BOLÍVAR","10.3327691633","-75.4244091655","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"ULLOA","VALLE DEL CAUCA","4.70251391059","-75.7377474697","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"VALLEDUPAR","CESAR","10.4604812152","-73.259389309","15","16","0","1","13","1","1","2","12.5","","2020-04-02 13:40:00"
"VILLA DEL ROSARIO","NORTE DE SANTANDER","5.89524387061","-76.5440065535","1","1","0","0","1","0","0","","","","2020-04-02 13:40:00"
"VILLAMARIA","CALDAS","5.04380668643","-75.5137606023","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"VILLAPINZON","CUNDINAMARCA","5.21643837183","-73.5953546674","0","2","2","0","0","0","0","","","100","2020-04-02 13:40:00"
"VILLAVICENCIO","META","8.45697278227","-76.1247069871","11","12","0","1","11","0","0","","","","2020-04-02 13:40:00"
"VILLETA","CUNDINAMARCA","5.01279063928","-74.469704945","2","2","0","0","2","0","0","","","","2020-04-02 13:40:00"
"VITERBO","CALDAS","5.06266423587","-75.8706098599","1","2","0","1","1","0","0","","","","2020-04-02 13:40:00"
"YOPAL","CASANARE","5.3276126513","-72.396915159","1","2","0","1","1","0","0","","","","2020-04-02 13:40:00"
"YUMBO","VALLE DEL CAUCA","3.52896890809","-76.499819783","5","5","0","0","5","0","0","","","","2020-04-02 13:40:00"
"ZIPAQUIRA","CUNDINAMARCA","5.02547168537","-73.9944712419","1","2","1","0","0","1","0","1","50","50","2020-04-02 13:40:00"
