"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Capacity","Hospital_Capacity_Rate","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Tocancipá","Cundinamarca","4.96478635371","-73.9120912065","0","3","0","3","0","0","0","","0","","","","","","","100","","2020-04-25 16:50:00"
"Togüí","Boyacá","5.93743822459","-73.5136550618","10","12","0","2","10","0","0","","0","","","83.333333333333","","","","16.666666666667","83.333333333333","2020-04-25 16:50:00"
"Trujillo","Valle del Cauca","1.78795153983","-78.6122376428","2","3","0","1","2","0","0","","9","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-25 16:50:00"
"Tuluá","Valle del Cauca","4.08526123852","-76.1976996795","12","15","0","3","10","2","0","2","532","0.37593984962406","13.333333333333","66.666666666667","13.333333333333","","","20","80","2020-04-25 16:50:00"
"Tunja","Boyacá","5.53995323795","-73.3554887287","4","7","1","2","4","0","0","","601","","","57.142857142857","","","14.285714285714","28.571428571429","57.142857142857","2020-04-25 16:50:00"
"Túquerres","Nariño","1.08519335919","-77.6168863825","1","1","0","0","0","1","0","1","50","2","100","","100","","","","100","2020-04-25 16:50:00"
"Turbaco","Bolívar","10.3327691633","-75.4244091655","8","11","1","2","8","0","0","","140","","","72.727272727273","","","9.0909090909091","18.181818181818","72.727272727273","2020-04-25 16:50:00"
"Ulloa","Valle del Cauca","4.70251391059","-75.7377474697","0","1","0","1","0","0","0","","7","","","","","","","100","","2020-04-25 16:50:00"
"Valledupar","Cesar","10.4604812152","-73.259389309","23","43","3","17","19","4","0","4","2370","0.16877637130802","9.3023255813953","44.186046511628","9.3023255813953","","6.9767441860465","39.53488372093","53.488372093023","2020-04-25 16:50:00"
"Vijes","Valle del Cauca","3.69858792939","-76.4419652068","1","1","0","0","1","0","0","","8","","","100","","","","","100","2020-04-25 16:50:00"
"Villa de San Diego de Ubaté","Cundinamarca","5.30754098383","-73.8143463395","1","2","0","1","1","0","0","","78","","","50","","","","50","50","2020-04-25 16:50:00"
"Villa del Rosario","Norte de Santander","5.89524387061","-76.5440065535","1","3","0","2","1","0","0","","8","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Villamaría","Caldas","5.04380668643","-75.5137606023","1","3","0","2","1","0","0","","15","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Villapinzón","Cundinamarca","5.21643837183","-73.5953546674","4","6","2","0","4","0","0","","0","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-25 16:50:00"
"Villavicencio","Meta","8.45697278227","-76.1247069871","163","176","4","9","163","0","0","","1580","","","92.613636363636","","","2.2727272727273","5.1136363636364","92.613636363636","2020-04-25 16:50:00"
"Villeta","Cundinamarca","5.01279063928","-74.469704945","2","4","0","2","2","0","0","","40","","","50","","","","50","50","2020-04-25 16:50:00"
"Viterbo","Caldas","5.06266423587","-75.8706098599","0","2","0","2","0","0","0","","7","","","","","","","100","","2020-04-25 16:50:00"
"Yopal","Casanare","5.3276126513","-72.396915159","8","10","0","2","8","0","0","","439","","","80","","","","20","80","2020-04-25 16:50:00"
"Yotoco","Valle del Cauca","3.86121458419","-76.3824744527","1","1","0","0","1","0","0","","6","","","100","","","","","100","2020-04-25 16:50:00"
"Yumbo","Valle del Cauca","3.52896890809","-76.499819783","18","22","0","4","16","1","1","2","24","8.3333333333333","9.0909090909091","72.727272727273","4.5454545454545","4.5454545454545","","18.181818181818","81.818181818182","2020-04-25 16:50:00"
"Zipaquirá","Cundinamarca","5.02547168537","-73.9944712419","8","12","1","3","8","0","0","","294","","","66.666666666667","","","8.3333333333333","25","66.666666666667","2020-04-25 16:50:00"
"Zona Bananera","Magdalena","10.764167","-74.157222","1","2","1","0","1","0","0","","15","","","50","","","50","","50","2020-04-25 16:50:00"
