"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Cali","Valle del Cauca","3.41441430458","-76.5215651508","533","713","42","138","432","69","32","101","5888","1.7153532608696","14.165497896213","60.589060308555","9.6774193548387","4.4880785413745","5.890603085554","19.354838709677","74.754558204769","2020-04-29 16:23:00"
"Calima","Valle del Cauca","3.93352446268","-76.4843917469","0","1","0","1","0","0","0","","11","","","","","","","100","","2020-04-29 16:23:00"
"Caloto","Cauca","3.03407077834","-76.4084870416","1","1","0","0","1","0","0","","8","","","100","","","","","100","2020-04-29 16:23:00"
"Candelaria","Valle del Cauca","10.4612172348","-74.879912602","3","3","0","0","3","0","0","","4","","","100","","","","","100","2020-04-29 16:23:00"
"Cartagena de Indias","Cartagena D.T. y C.","10.3849855226","-75.496431028","152","246","21","73","123","21","8","29","3177","0.91281082782499","11.788617886179","50","8.5365853658537","3.2520325203252","8.5365853658537","29.674796747967","61.788617886179","2020-04-29 16:23:00"
"Cartago","Valle del Cauca","4.75875509757","-75.9422640436","5","11","0","6","5","0","0","","193","","","45.454545454545","","","","54.545454545455","45.454545454545","2020-04-29 16:23:00"
"Cereté","Córdoba","8.88861181239","-75.7962165157","1","1","0","0","1","0","0","","111","","","100","","","","","100","2020-04-29 16:23:00"
"Chía","Cundinamarca","4.86606542368","-74.0503468211","13","29","1","15","13","0","0","","250","","","44.827586206897","","","3.448275862069","51.724137931034","44.827586206897","2020-04-29 16:23:00"
"Chinchiná","Caldas","4.98581286197","-75.6074807289","1","4","0","3","1","0","0","","77","","","25","","","","75","25","2020-04-29 16:23:00"
"Choachí","Cundinamarca","4.52704792092","-73.9228944808","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-29 16:23:00"
"Ciénaga","Magdalena","11.0066568813","-74.2412861592","25","27","0","2","24","1","0","1","204","0.49019607843137","3.7037037037037","88.888888888889","3.7037037037037","","","7.4074074074074","92.592592592593","2020-04-29 16:23:00"
"Ciénaga de Oro","Córdoba","8.87550224563","-75.6207866383","0","1","1","0","0","0","0","","12","","","","","","100","","","2020-04-29 16:23:00"
"Cimitarra","Santander","6.32068186747","-73.9525821232","0","2","0","2","0","0","0","","21","","","","","","","100","","2020-04-29 16:23:00"
"Circasia","Quindio","4.61779204337","-75.636528232","2","3","0","1","2","0","0","","13","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-29 16:23:00"
"Cocorná","Antioquia","6.05830633507","-75.185481011","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-04-29 16:23:00"
"Cogua","Cundinamarca","5.06184179776","-73.9784966905","1","1","0","0","0","1","0","1","0","","100","","100","","","","100","2020-04-29 16:23:00"
"Concepción","Santander","6.39434709534","-75.2576027037","0","1","0","1","0","0","0","","3","","","","","","","100","","2020-04-29 16:23:00"
"Contadero","Nariño","0.91045786274","-77.5494090245","0","1","0","1","0","0","0","","1","","","","","","","100","","2020-04-29 16:23:00"
"Copacabana","Antioquia","6.34864054523","-75.5093439031","6","7","0","1","6","0","0","","12","","","85.714285714286","","","","14.285714285714","85.714285714286","2020-04-29 16:23:00"
"Cota","Cundinamarca","4.81298776927","-74.1027264632","3","10","0","7","3","0","0","","0","","","30","","","","70","30","2020-04-29 16:23:00"
"Cuaspúd","Nariño","0.862978103157","-77.728946826","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-29 16:23:00"
"Cúcuta","Norte de Santander","7.90530629465","-72.5082561962","34","62","4","24","31","2","1","3","1505","0.19933554817276","4.8387096774194","50","3.2258064516129","1.6129032258065","6.4516129032258","38.709677419355","54.838709677419","2020-04-29 16:23:00"
"Cumbal","Nariño","0.906185360866","-77.7922766205","1","3","0","2","1","0","0","","10","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-29 16:23:00"
"Cumbitara","Nariño","1.64684597096","-77.5781467265","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-29 16:23:00"
"Cun","Cundinamarca","5.249767987","-73.7662153323","0","1","1","0","0","0","0","","0","","","","","","100","","","2020-04-29 16:23:00"
"Curití","Santander","6.6735257713","-75.7988581159","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-04-29 16:23:00"
"Dagua","Valle del Cauca","3.6573084845","-76.6888710079","1","1","0","0","0","1","0","1","11","9.0909090909091","100","","100","","","","100","2020-04-29 16:23:00"
"Donmatías","Antioquia","6.485833","-75.395278","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-29 16:23:00"
"Dosquebradas","Risaralda","4.82718783235","-75.6824691212","42","57","1","14","40","1","1","2","68","2.9411764705882","3.5087719298246","70.175438596491","1.7543859649123","1.7543859649123","1.7543859649123","24.561403508772","73.684210526316","2020-04-29 16:23:00"
"El Banco","Magdalena","9.05756833011","-75.5728891535","0","1","1","0","0","0","0","","173","","","","","","100","","","2020-04-29 16:23:00"
"El Cerrito","Valle del Cauca","10.7668670891","-75.2027580712","12","13","1","0","12","0","0","","18","","","92.307692307692","","","7.6923076923077","","92.307692307692","2020-04-29 16:23:00"
"El Dovio","Valle del Cauca","4.51045288499","-76.2370841098","0","4","1","3","0","0","0","","7","","","","","","25","75","","2020-04-29 16:23:00"
"El Santuario","Antioquia","6.13704685813","-75.2658497944","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-29 16:23:00"
"El Tambo","Cauca","6.0145884441","-75.4363274758","1","1","0","0","0","1","0","1","11","9.0909090909091","100","","100","","","","100","2020-04-29 16:23:00"
"Envigado","Antioquia","6.16700455162","-75.5830101409","14","28","0","14","13","1","0","1","262","0.38167938931298","3.5714285714286","46.428571428571","3.5714285714286","","","50","50","2020-04-29 16:23:00"
"Espinal","Tolima","4.15131422057","-74.8854497584","2","3","1","0","2","0","0","","185","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-29 16:23:00"
"Facatativá","Cundinamarca","4.81306417837","-74.3502279311","5","5","0","0","4","1","0","1","343","0.29154518950437","20","80","20","","","","100","2020-04-29 16:23:00"
"Filandia","Quindio","4.67414557186","-75.6586858841","1","1","0","0","1","0","0","","122","","","100","","","","","100","2020-04-29 16:23:00"
"Florencia","Caquetá","9.31366872153","-74.8915160804","7","8","1","0","7","0","0","","514","","","87.5","","","12.5","","87.5","2020-04-29 16:23:00"
"Florida","Valle del Cauca","3.32391810634","-76.2345017444","8","8","0","0","7","0","1","1","38","2.6315789473684","12.5","87.5","","12.5","","","100","2020-04-29 16:23:00"
"Floridablanca","Santander","7.07236040291","-73.0990326168","0","8","1","7","0","0","0","","807","","","","","","12.5","87.5","","2020-04-29 16:23:00"
"Frontino","Antioquia","6.77606591161","-76.1307651388","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-04-29 16:23:00"
"Fundación","Magdalena","10.5140924032","-74.1913434578","1","1","0","0","1","0","0","","234","","","100","","","","","100","2020-04-29 16:23:00"
"Funza","Cundinamarca","4.7127630154","-74.2115250018","9","12","0","3","9","0","0","","20","","","75","","","","25","75","2020-04-29 16:23:00"
"Fusagasugá","Cundinamarca","4.33848085051","-74.3663339328","0","1","0","1","0","0","0","","184","","","","","","","100","","2020-04-29 16:23:00"
"Galapa","Atlántico","10.9196410045","-74.8669380999","0","1","0","1","0","0","0","","11","","","","","","","100","","2020-04-29 16:23:00"
"Garagoa","Boyacá","5.08324346272","-73.3644275636","1","1","0","0","1","0","0","","30","","","100","","","","","100","2020-04-29 16:23:00"
"Garzón","Huila","2.19699442096","-75.6276937365","1","1","0","0","1","0","0","","133","","","100","","","","","100","2020-04-29 16:23:00"
"Gigante","Huila","2.38823562547","-75.5412198856","4","4","0","0","3","1","0","1","8","12.5","25","75","25","","","","100","2020-04-29 16:23:00"
"Ginebra","Valle del Cauca","3.72418114734","-76.2680678884","0","1","1","0","0","0","0","","9","","","","","","100","","","2020-04-29 16:23:00"
"Granada","Antioquia","6.14289666655","-75.1844450829","5","5","0","0","3","2","0","2","3","66.666666666667","40","60","40","","","","100","2020-04-29 16:23:00"
"Guacarí","Valle del Cauca","3.76290900784","-76.3313673514","2","2","0","0","2","0","0","","10","","","100","","","","","100","2020-04-29 16:23:00"
"Guachené","Cauca","3.13415329544","-76.3921887379","1","1","0","0","0","1","0","1","0","","100","","100","","","","100","2020-04-29 16:23:00"
"Guadalajara de Buga","Valle del Cauca","3.90082354377","-76.2989611331","7","8","0","1","7","0","0","","331","","","87.5","","","","12.5","87.5","2020-04-29 16:23:00"
"Guaduas","Cundinamarca","5.0718705327","-74.6029562704","1","1","0","0","1","0","0","","20","","","100","","","","","100","2020-04-29 16:23:00"
"Guarne","Antioquia","6.2780640767","-75.441653922","1","3","0","2","1","0","0","","8","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-29 16:23:00"
"Guatapé","Antioquia","6.23259270739","-75.1622925892","1","2","0","1","0","1","0","1","5","20","50","","50","","","50","50","2020-04-29 16:23:00"
"Ibagué","Tolima","4.43960899136","-75.1937147765","44","61","1","16","42","0","2","2","1174","0.17035775127768","3.2786885245902","68.852459016393","","3.2786885245902","1.6393442622951","26.229508196721","72.131147540984","2020-04-29 16:23:00"
"Ipiales","Nariño","0.827734241442","-77.6464007453","49","56","3","4","44","2","3","5","206","2.4271844660194","8.9285714285714","78.571428571429","3.5714285714286","5.3571428571429","5.3571428571429","7.1428571428571","87.5","2020-04-29 16:23:00"
"Isnos","Huila","1.92946706016","-76.2176374469","0","1","1","0","0","0","0","","7","","","","","","100","","","2020-04-29 16:23:00"
"Itagüí","Antioquia","6.16959762893","-75.6143587142","10","16","0","6","8","1","1","2","337","0.59347181008902","12.5","50","6.25","6.25","","37.5","62.5","2020-04-29 16:23:00"
"Jamundí","Valle del Cauca","3.26227576022","-76.5424587285","6","11","1","4","6","0","0","","129","","","54.545454545455","","","9.0909090909091","36.363636363636","54.545454545455","2020-04-29 16:23:00"
"La Calera","Cundinamarca","4.72034452148","-73.9697449587","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-29 16:23:00"
"La Ceja","Antioquia","6.02805574408","-75.4294308862","0","2","0","2","0","0","0","","240","","","","","","","100","","2020-04-29 16:23:00"
"La Dorada","Caldas","8.34513300359","-74.4778605477","30","34","2","2","28","2","0","2","122","1.6393442622951","5.8823529411765","82.352941176471","5.8823529411765","","5.8823529411765","5.8823529411765","88.235294117647","2020-04-29 16:23:00"
"La Estrella","Antioquia","6.15841974028","-75.6451903823","6","9","0","3","6","0","0","","6","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-29 16:23:00"
"La Paz","Cesar","2.43235998842","-76.9602448248","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-04-29 16:23:00"
"La Plata","Huila","5.03872476324","-75.6791726463","1","1","0","0","0","1","0","1","53","1.8867924528302","100","","100","","","","100","2020-04-29 16:23:00"
"La Tebaida","Quindio","6.00569607721","-75.0256207392","0","1","0","1","0","0","0","","16","","","","","","","100","","2020-04-29 16:23:00"
"La Unión","Valle del Cauca","6.38243035338","-75.6212252215","0","2","0","2","0","0","0","","8","","","","","","","100","","2020-04-29 16:23:00"
"La Virginia","Risaralda","4.49036013291","-75.6425417206","1","1","0","0","1","0","0","","35","","","100","","","","","100","2020-04-29 16:23:00"
"Leticia","Amazonas","10.1820963025","-75.5118252981","102","104","2","0","84","18","0","18","141","12.765957446809","17.307692307692","80.769230769231","17.307692307692","","1.9230769230769","","98.076923076923","2020-04-29 16:23:00"
"Lorica","Córdoba","9.24085514265","-75.8159953999","3","5","1","1","3","0","0","","260","","","60","","","20","20","60","2020-04-29 16:23:00"
"Madrid","Cundinamarca","9.19385244104","-74.7496541106","4","8","0","4","4","0","0","","29","","","50","","","","50","50","2020-04-29 16:23:00"
"Maicao","La Guajira","11.3783267846","-72.24190502","1","1","0","0","1","0","0","","464","","","100","","","","","100","2020-04-29 16:23:00"
"Malambo","Atlántico","10.8562872414","-74.7742405717","9","9","0","0","6","0","3","3","105","2.8571428571429","33.333333333333","66.666666666667","","33.333333333333","","","100","2020-04-29 16:23:00"
"Manatí","Atlántico","10.4489623783","-74.9570349911","1","1","0","0","1","0","0","","2","","","100","","","","","100","2020-04-29 16:23:00"
"Manizales","Caldas","7.8368375609","-75.4143614377","8","15","0","7","8","0","0","","1595","","","53.333333333333","","","","46.666666666667","53.333333333333","2020-04-29 16:23:00"
"Medellín","Antioquia","5.6101097761033","-74.886816625","207","305","3","95","195","4","8","12","5715","0.20997375328084","3.9344262295082","63.934426229508","1.3114754098361","2.6229508196721","0.98360655737705","31.147540983607","67.868852459016","2020-04-29 16:23:00"
"Melgar","Tolima","4.20815489203","-74.6298504009","1","2","1","0","1","0","0","","9","","","50","","","50","","50","2020-04-29 16:23:00"
"Miranda","Cauca","3.25309540523","-76.2288698651","4","6","1","1","3","1","0","1","7","14.285714285714","16.666666666667","50","16.666666666667","","16.666666666667","16.666666666667","66.666666666667","2020-04-29 16:23:00"
"Montebello","Antioquia","5.94632556697","-75.5235109116","3","3","0","0","3","0","0","","4","","","100","","","","","100","2020-04-29 16:23:00"
"Montenegro","Quindio","4.5629597433","-75.7518122369","0","3","1","2","0","0","0","","15","","","","","","33.333333333333","66.666666666667","","2020-04-29 16:23:00"
"Montería","Córdoba","8.7451325909","-75.8755779091","12","17","1","4","12","0","0","","2289","","","70.588235294118","","","5.8823529411765","23.529411764706","70.588235294118","2020-04-29 16:23:00"
"Mosquera","Cundinamarca","4.71137120122","-74.2317750849","9","11","0","2","8","0","1","1","17","5.8823529411765","9.0909090909091","72.727272727273","","9.0909090909091","","18.181818181818","81.818181818182","2020-04-29 16:23:00"
"Neiva","Huila","8.55014492944","-75.5402712159","48","82","4","30","44","2","2","4","1133","0.35304501323919","4.8780487804878","53.658536585366","2.4390243902439","2.4390243902439","4.8780487804878","36.585365853659","58.536585365854","2020-04-29 16:23:00"
"Ocaña","Norte de Santander","8.246111","-73.355278","1","2","1","0","1","0","0","","299","","","50","","","50","","50","2020-04-29 16:23:00"
"Oicatá","Boyacá","5.59523423857","-73.3084039802","0","1","0","1","0","0","0","","45","","","","","","","100","","2020-04-29 16:23:00"
"Pacho","Cundinamarca","5.13694229685","-74.1561166248","10","11","0","1","8","2","0","2","66","3.030303030303","18.181818181818","72.727272727273","18.181818181818","","","9.0909090909091","90.909090909091","2020-04-29 16:23:00"
"Paicol","Huila","2.44954894922","-75.7729923197","2","2","0","0","2","0","0","","4","","","100","","","","","100","2020-04-29 16:23:00"
"Palermo","Huila","5.73280146532","-75.6953709211","0","3","0","3","0","0","0","","8","","","","","","","100","","2020-04-29 16:23:00"
"Palmira","Valle del Cauca","8.54978573123","-75.4510664684","26","47","4","17","25","0","1","1","448","0.22321428571429","2.1276595744681","53.191489361702","","2.1276595744681","8.5106382978723","36.170212765957","55.31914893617","2020-04-29 16:23:00"
"Pasto","Nariño","1.21212436525","-77.2785763476","16","24","2","6","15","1","0","1","1789","0.055897149245388","4.1666666666667","62.5","4.1666666666667","","8.3333333333333","25","66.666666666667","2020-04-29 16:23:00"
"Paz de Ariporo","Casanare","5.88003657043","-71.8909239638","1","1","0","0","0","1","0","1","10","10","100","","100","","","","100","2020-04-29 16:23:00"
"Pereira","Risaralda","8.51722410471","-76.0759945061","99","132","5","28","96","1","2","3","1496","0.20053475935829","2.2727272727273","72.727272727273","0.75757575757576","1.5151515151515","3.7878787878788","21.212121212121","75","2020-04-29 16:23:00"
"Piedecuesta","Santander","6.04999176281","-75.693460235","2","2","0","0","2","0","0","","368","","","100","","","","","100","2020-04-29 16:23:00"
"Pitalito","Huila","10.813131477","-74.8414613702","3","3","0","0","3","0","0","","162","","","100","","","","","100","2020-04-29 16:23:00"
"Polonuevo","Atlántico","10.7777245089","-74.8542572499","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-29 16:23:00"
"Ponedera","Atlántico","10.6417959278","-74.7539004396","0","1","0","1","0","0","0","","23","","","","","","","100","","2020-04-29 16:23:00"
"Popayán","Cauca","2.48250339062","-76.5740646841","8","19","1","10","7","1","0","1","1306","0.076569678407351","5.2631578947368","36.842105263158","5.2631578947368","","5.2631578947368","52.631578947368","42.105263157895","2020-04-29 16:23:00"
"Potosí","Nariño","0.806340416777","-77.5727917754","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-29 16:23:00"
"Puebloviejo","Magdalena","10.9948296498","-74.2824842344","0","2","2","0","0","0","0","","11","","","","","","100","","","2020-04-29 16:23:00"
"Puerto Colombia","Atlántico","11.0229400539","-74.851963565","3","4","0","1","3","0","0","","688","","","75","","","","25","75","2020-04-29 16:23:00"
"Puerto Santander","Norte de Santander","3.37059851251","-73.5146846138","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-29 16:23:00"
"Puerto Tejada","Cauca","0.988590121237","-75.0660995429","3","3","0","0","2","1","0","1","19","5.2631578947368","33.333333333333","66.666666666667","33.333333333333","","","","100","2020-04-29 16:23:00"
"Quibdo","Chocó","5.69219518726","-76.6259693555","10","13","1","2","9","1","0","1","336","0.29761904761905","7.6923076923077","69.230769230769","7.6923076923077","","7.6923076923077","15.384615384615","76.923076923077","2020-04-29 16:23:00"
"Quimbaya","Quindio","4.62438608575","-75.7650742001","0","1","1","0","0","0","0","","15","","","","","","100","","","2020-04-29 16:23:00"
"Restrepo","Meta","4.26073199369","-73.5646041828","3","3","0","0","3","0","0","","13","","","100","","","","","100","2020-04-29 16:23:00"
"Retiro","Antioquia","6.06337995392","-75.5013751615","0","1","0","1","0","0","0","","25","","","","","","","100","","2020-04-29 16:23:00"
"Río de Oro","Cesar","8.29228738416","-73.3863951998","0","2","2","0","0","0","0","","8","","","","","","100","","","2020-04-29 16:23:00"
"Riohacha","La Guajira","11.5287513839","-72.911488911","4","6","1","1","4","0","0","","579","","","66.666666666667","","","16.666666666667","16.666666666667","66.666666666667","2020-04-29 16:23:00"
"Rionegro","Antioquia","6.14722409002","-75.3767693823","1","10","0","9","1","0","0","","608","","","10","","","","90","10","2020-04-29 16:23:00"
"Sabanagrande","Atlántico","10.7910759492","-74.758507205","12","12","0","0","11","1","0","1","83","1.2048192771084","8.3333333333333","91.666666666667","8.3333333333333","","","","100","2020-04-29 16:23:00"
"Sabaneta","Antioquia","6.15097018093","-75.6155852932","2","9","0","7","2","0","0","","45","","","22.222222222222","","","","77.777777777778","22.222222222222","2020-04-29 16:23:00"
"Sahagún","Córdoba","8.94312541611","-75.4459203022","0","1","0","1","0","0","0","","240","","","","","","","100","","2020-04-29 16:23:00"
"San Agustín","Huila","8.167921639","-74.661049672","2","2","0","0","2","0","0","","15","","","100","","","","","100","2020-04-29 16:23:00"
"San Andrés","Archipiélago de San Andrés Providencia y Santa Catalina","6.39872921828","-75.440016949","3","6","0","3","3","0","0","","9","","","50","","","","50","50","2020-04-29 16:23:00"
"San Andrés de Tumaco","Nariño","1.80711725006","-78.7638541478","23","27","2","2","22","1","0","1","246","0.40650406504065","3.7037037037037","81.481481481481","3.7037037037037","","7.4074074074074","7.4074074074074","85.185185185185","2020-04-29 16:23:00"
"San Cristóbal","Bolívar","10.3928557722","-75.0655341715","1","1","0","0","0","0","1","1","2","50","100","","","100","","","100","2020-04-29 16:23:00"
"San Diego","Cesar","5.66527168584","-74.9332394378","1","2","0","1","1","0","0","","11","","","50","","","","50","50","2020-04-29 16:23:00"
"San Francisco","Antioquia","5.96407913115","-75.1026869656","0","1","1","0","0","0","0","","6","","","","","","100","","","2020-04-29 16:23:00"
"San Juan de Arama","Meta","3.37372787444","-73.875831539","3","3","0","0","3","0","0","","10","","","100","","","","","100","2020-04-29 16:23:00"
"San Juan de Rioseco","Cundinamarca","4.84757599913","-74.6219147166","1","2","0","1","1","0","0","","6","","","50","","","","50","50","2020-04-29 16:23:00"
"San Juan del Cesar","La Guajira","10.7695786836","-73.0005932132","1","1","0","0","1","0","0","","272","","","100","","","","","100","2020-04-29 16:23:00"
"San Martín","Cesar","6.53433012953","-76.8447910108","1","2","1","0","0","1","0","1","12","8.3333333333333","50","","50","","50","","50","2020-04-29 16:23:00"
"San Pedro","Valle del Cauca","5.25045488109","-75.7942693728","2","3","0","1","2","0","0","","5","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-29 16:23:00"
"San Pedro de Urabá","Antioquia","8.27688666409","-76.380577886","1","1","0","0","1","0","0","","10","","","100","","","","","100","2020-04-29 16:23:00"
"Santa Marta","Santa Marta D.T. y C.","11.2294335041","-74.1908941206","102","139","14","23","89","12","1","13","1969","0.66023362112748","9.3525179856115","64.028776978417","8.6330935251799","0.71942446043165","10.071942446043","16.546762589928","73.381294964029","2020-04-29 16:23:00"
"Santa Rosa","Bolívar","9.06946150984","-74.6714498299","2","2","0","0","2","0","0","","33","","","100","","","","","100","2020-04-29 16:23:00"
"Santa Rosa de Cabal","Risaralda","4.86752645418","-75.6200106565","2","3","0","1","2","0","0","","16","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-29 16:23:00"
"Santa Rosa de Osos","Antioquia","6.64332600099","-75.4607450191","0","2","0","2","0","0","0","","13","","","","","","","100","","2020-04-29 16:23:00"
"Santa Sofía","Boyacá","5.71326942075","-73.6027071719","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-29 16:23:00"
"Santana","Boyacá","5.77866547593","-72.945544503","2","4","0","2","2","0","0","","0","","","50","","","","50","50","2020-04-29 16:23:00"
"Santander de Quilichao","Cauca","3.01605390077","-76.4853702902","0","1","1","0","0","0","0","","65","","","","","","100","","","2020-04-29 16:23:00"
"Santo Tomás","Atlántico","10.756056293","-74.7541118585","0","1","0","1","0","0","0","","65","","","","","","","100","","2020-04-29 16:23:00"
"Sibaté","Cundinamarca","4.48976359282","-74.2589922464","5","5","0","0","4","1","0","1","6","16.666666666667","20","80","20","","","","100","2020-04-29 16:23:00"
"Sincelejo","Sucre","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","","1630","","","","","","","100","","2020-04-29 16:23:00"
