"Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Last_Update"
"Cauca","2.48250339062","-76.5740646841","19","35","4","12","14","5","0","1372","5","1566","0.31928480204342","151","","14.285714285714","40","14.285714285714","","11.428571428571","34.285714285714","54.285714285714","2.5510204081633","2020-04-30 17:24:00"
"Cesar","10.4604812152","-73.259389309","20","55","6","29","11","7","2","969","9","3051","0.2294329727958","367","0.5449591280654","16.363636363636","20","12.727272727273","3.6363636363636","10.909090909091","52.727272727273","36.363636363636","5.6759545923633","2020-04-30 17:24:00"
"Chocó","5.69219518726","-76.6259693555","10","13","1","2","9","1","0","541","1","710","0.14084507042254","20","","7.6923076923077","69.230769230769","7.6923076923077","","7.6923076923077","15.384615384615","76.923076923077","2.4029574861368","2020-04-30 17:24:00"
"Córdoba","8.7451325909","-75.8755779091","17","26","3","6","17","0","0","1681","","2950","","423","","","65.384615384615","","","11.538461538462","23.076923076923","65.384615384615","1.5466983938132","2020-04-30 17:24:00"
"Cundinamarca","4.65017303026","-74.1073590032","123","223","13","87","108","14","1","2205","15","2805","0.49910873440285","213","0.46948356807512","6.7264573991031","48.430493273543","6.2780269058296","0.44843049327354","5.8295964125561","39.013452914798","55.156950672646","10.113378684807","2020-04-30 17:24:00"
"Huila","2.93560441491","-75.2777225856","77","120","8","35","65","10","2","141","12","1505","0.66445182724252","217","0.92165898617512","10","54.166666666667","8.3333333333333","1.6666666666667","6.6666666666667","29.166666666667","64.166666666667","85.106382978723","2020-04-30 17:24:00"
"La Guajira","11.5287513839","-72.911488911","7","9","1","1","5","1","1","2123","2","1440","0.069444444444444","163","0.61349693251534","22.222222222222","55.555555555556","11.111111111111","11.111111111111","11.111111111111","11.111111111111","77.777777777778","0.42392840320301","2020-04-30 17:24:00"
"Magdalena","11.2294335041","-74.1908941206","39","45","4","2","36","3","0","2418","3","2766","0.10845986984816","186","","6.6666666666667","80","6.6666666666667","","8.8888888888889","4.4444444444444","86.666666666667","1.8610421836228","2020-04-30 17:24:00"
"Meta","4.12386149961","-73.6270920374","346","372","4","22","339","5","2","2311","7","1988","0.25150905432596","104","1.9230769230769","1.8817204301075","91.129032258065","1.3440860215054","0.53763440860215","1.0752688172043","5.9139784946237","93.010752688172","16.09692773691","2020-04-30 17:24:00"
"Nariño","1.21212436525","-77.2785763476","92","118","8","18","84","5","3","1660","8","2358","0.21204410517388","197","1.5228426395939","6.7796610169492","71.186440677966","4.2372881355932","2.5423728813559","6.7796610169492","15.254237288136","77.966101694915","7.1084337349398","2020-04-30 17:24:00"
"Norte de Santander","7.90530629465","-72.5082561962","37","69","6","26","35","1","1","2409","2","1846","0.054171180931744","208","0.48076923076923","2.8985507246377","50.724637681159","1.4492753623188","1.4492753623188","8.695652173913","37.68115942029","53.623188405797","2.8642590286426","2020-04-30 17:24:00"
"Quindio","4.53598950231","-75.6807507586","33","60","3","24","33","0","0","1071","","1065","","64","","","55","","","5","40","55","5.6022408963585","2020-04-30 17:24:00"
"Risaralda","4.80568026503","-75.7171230555","149","199","7","43","146","1","2","3204","3","1581","0.063251106894371","139","1.4388489208633","1.5075376884422","73.366834170854","0.50251256281407","1.0050251256281","3.5175879396985","21.608040201005","74.874371859296","6.210986267166","2020-04-30 17:24:00"
"Santander","7.11626727561","-73.1325981781","8","40","3","29","8","0","0","2459","","3938","","398","","","20","","","7.5","72.5","20","1.6266775111834","2020-04-30 17:24:00"
"Sucre","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","314","","2088","","257","","","","","","","100","","0.31847133757962","2020-04-30 17:24:00"
"Tolima","4.43960899136","-75.1937147765","48","68","3","17","46","1","1","1259","2","1924","0.051975051975052","248","0.40322580645161","2.9411764705882","67.647058823529","1.4705882352941","1.4705882352941","4.4117647058824","25","70.588235294118","5.4011119936458","2020-04-30 17:24:00"
"Valle del Cauca","3.41441430458","-76.5215651508","676","916","55","185","560","80","36","11896","116","7173","1.1152934615921","1048","3.4351145038168","12.663755458515","61.135371179039","8.7336244541485","3.9301310043668","6.0043668122271","20.196506550218","73.799126637555","7.7000672494956","2020-04-30 17:24:00"
