"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Last_Update"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","26","32","3","3","23","2","1","4155","3","512","0.391","48","2.083","9.375","71.875","6.250","3.125","9.375","0.311","9.375","81.250","0.770","2020-05-13 17:08:00"
"47","Magdalena","19001","Popayan","2.482503391","-76.57406468","220","322","25","77","198","19","2","1971","21","1145","1.659","65","3.077","6.522","61.491","5.901","0.621","7.764","1.752","23.913","68.323","16.337","2020-05-13 17:08:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","888","938","8","42","885","3","0","5110","3","874","0.343","45","0.000","0.320","94.350","0.320","0.000","0.853","0.752","4.478","94.670","18.356","2020-05-13 17:08:00"
"5","Narino","5001","Medellin","5.610109776","-74.88681663","283","338","18","37","248","31","3","23234","34","3851","0.805","381","0.787","10.059","73.373","9.172","0.888","5.325","0.270","10.947","83.728","1.455","2020-05-13 17:08:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","35","104","10","59","29","4","2","3875","6","763","0.524","83","2.410","5.769","27.885","3.846","1.923","9.615","0.617","56.731","33.654","2.684","2020-05-13 17:08:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","2","2","0","0","1","1","0","134","1","193","0.518","6","0.000","50.000","50.000","50.000","0.000","0.000","0.000","0.000","100.000","1.493","2020-05-13 17:08:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","20","78","2","56","18","0","2","1591","2","481","0.000","28","7.143","2.564","23.077","0.000","2.564","2.564","0.360","71.795","25.641","4.903","2020-05-13 17:08:00"
"17","Risaralda","17524","Arauca","7.077358544","-70.74635031","86","233","8","139","85","1","0","631","1","835","0.120","85","0.000","0.429","36.481","0.429","0.000","3.433","0.786","59.657","36.910","36.926","2020-05-13 17:08:00"
"23","Santander","68001","Bucaramanga","7.116267276","-73.13259818","9","42","3","30","9","0","0","4084","0","1120","0.000","137","0.000","0.000","21.429","0.000","0.000","7.143","0.164","71.429","21.429","1.028","2020-05-13 17:08:00"
"5","Sucre","5001","Medellin","5.610109776","-74.88681663","3","4","0","1","3","0","0","23234","0","3851","0.000","381","0.000","0.000","75.000","0.000","0.000","0.000","0.000","25.000","75.000","0.017","2020-05-13 17:08:00"
"23","Tolima","68001","Bucaramanga","7.116267276","-73.13259818","88","134","6","40","84","3","1","4084","4","1120","0.268","137","0.730","2.985","62.687","2.239","0.746","4.478","0.328","29.851","65.672","3.281","2020-05-13 17:08:00"
"76","Valle del Cauca","76001","Cali","3.414414305","-76.52156515","935","1478","86","457","789","104","42","17689","146","3072","3.385","503","8.350","9.878","53.383","7.037","2.842","5.819","1.898","30.920","63.261","8.355","2020-05-13 17:08:00"
"97","Vaupes","97001","Mitu","1.251190563","-70.23475052","11","11","0","0","11","0","0","140","0","4","0.000","0","","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","7.857","2020-05-13 17:08:00"
